p103,17.9628,10.4625,2,4
p104,17.7558,12.1231,2,4
p105,17.4867,10.6626,2,4
p106,16.7139,11.5849,2,4
p107,17.259,11.7482,2,4
p108,17.4959,11.5596,2,4
p109,18.7908,10.497,2,-1
p110,18.3607,11.8287,2,4
p111,17.2038,11.7689,2,4
p112,16.96,10.6373,2,4
p113,17.2866,12.2933,2,4
p114,17.3694,11.5596,2,4
p115,17.9858,11.5067,2,4
p116,18.0272,12.6176,2,4
p117,17.1026,13.1719,2,4
p118,17.5212,11.8747,2,4
p119,17.512,10.9915,2,4
p120,16.7898,12.2128,2,4
p121,17.1233,11.6102,2,4
p122,18.6137,11.3802,2,4
p123,16.7714,11.3871,2,4
p124,16.0676,10.8121,2,4
p125,17.8041,11.7022,2,4
p126,17.8984,9.945,2,5
p127,16.638,12.9649,2,4
p128,16.4632,10.658,2,4
p129,18.5125,11.8425,2,4
p130,17.9306,12.1898,2,4
p131,17.6132,13.4686,2,4
p132,16.7392,11.0306,2,4
p133,18.4642,11.7137,2,4
p134,17.3625,12.0035,2,4
p135,17.5557,11.2123,2,4
p136,17.6868,11.4354,2,4
p137,18.5171,9.876,2,5
p138,16.1251,10.6649,2,4
p139,17.5419,11.8885,2,4
p140,17.8961,11.8057,2,4
p141,18.2365,11.7666,2,4
p142,18.1008,11.3641,2,4
p143,18.3653,12.0633,2,4
p144,19.3635,11.6286,2,4
p145,17.9237,11.5573,2,4
p146,16.9853,12.3186,2,4
p147,16.8749,11.5182,2,4
p148,18.0272,11.9621,2,4
p149,17.6293,11.3503,2,4
p150,16.5575,11.3388,2,4
p151,18.2388,11.4676,2,4
p152,17.811,11.4768,2,4
p153,16.1895,9.968,2,5
p154,16.845,12.9235,2,4
p155,17.4637,10.8213,2,4
p156,17.6339,10.8144,2,4
p157,17.4384,12.2128,2,4
p158,17.9421,11.8057,2,4
p159,16.615,12.0702,2,4
p160,15.6398,11.2284,2,6
p161,16.7415,11.8793,2,4
p162,16.8197,12.1162,2,4
p163,15.9181,11.4124,2,6
p164,17.8363,11.8563,2,4
p165,17.696,11.9414,2,4
p166,16.845,10.6672,2,4
p167,18.5378,11.6516,2,4
p168,17.1877,11.9828,2,4
p169,18.4527,11.2468,2,4
p170,16.8956,11.1065,2,4
p171,18.1422,11.9966,2,4
p172,16.8059,11.1318,2,4
p173,17.4913,10.428,2,4
p174,16.3045,10.8765,2,4
p175,17.4453,9.8668,2,5
p176,17.5396,11.4791,2,4
p177,17.7328,11.21,2,4
p178,17.466,10.4234,2,4
p179,18.4803,12.0955,2,4
p180,17.2889,11.7873,2,4
p181,18.3883,10.0025,2,5
p182,17.6523,11.509,2,4
p183,17.4982,11.9552,2,4
p184,17.5948,11.3848,2,4
p185,17.7328,11.6562,2,4
p186,19.3934,12.5601,2,-1
p187,17.9651,12.5256,2,4
p188,17.0428,11.3595,2,4
p189,17.6086,11.7206,2,4
p190,18.9817,11.6999,2,4
p191,17.1992,12.5969,2,4
p192,16.9163,11.4929,2,4
p193,17.3096,11.1893,2,4
p194,18.9403,11.6999,2,4
p195,17.098,13.5744,2,4
p196,16.3206,12.0679,2,4
p197,18.4343,12.4474,2,4
p198,18.3124,11.6631,2,4
p199,16.7277,11.6654,2,4
p200,18.2457,13.0201,2,4
p201,8.4155,9.7633,3,7
p202,7.1413,10.3981,3,7
p203,7.691,11.969,3,7
p204,8.6363,9.8139,3,7
p205,7.8704,10.957,3,7
p206,7.2103,11.1249,3,7
p207,7.6289,9.899,3,7
p208,7.5645,8.8824,3,7
p209,7.5967,9.5241,3,7
p210,8.1372,10.3015,3,7
p211,7.8106,11.3227,3,7
p212,8.9514,11.0628,3,7
p213,8.8456,10.3866,3,7
p214,8.6869,11.0007,3,7
p215,7.6611,10.7592,3,7
p216,8.1648,10.3061,3,7
p217,9.1515,10.796,3,7
p218,8.5029,9.1791,3,7
p219,8.1441,10.8443,3,7
p220,9.0756,9.3723,3,7
p221,7.8428,9.9703,3,7
p222,8.8295,10.4648,3,7
p223,8.1993,9.7863,3,7
p224,9.2021,11.0076,3,7
p225,8.1625,10.474,3,7
p226,8.2085,9.9634,3,7
p227,8.8456,11.5619,3,7
p228,9.209,11.0467,3,7
p229,8.588,11.0329,3,7
p230,7.8934,11.3756,3,7
p231,7.898,10.2049,3,7
p232,9.1584,10.8535,3,7
p233,8.9813,9.7127,3,7
p234,8.6271,11.8379,3,7
p235,7.806,11.4975,3,7
p236,7.9233,10.4004,3,7
p237,8.8042,10.3015,3,7
p238,8.8272,11.0283,3,7
p239,9.715,9.9151,3,-1
p240,8.3189,9.0365,3,7
p241,9.5954,9.1469,3,7
p242,7.4081,9.8001,3,7
p243,9.0733,8.9307,3,7
p244,7.9118,9.0848,3,7
p245,8.1717,9.0687,3,7
p246,9.393,9.4735,3,7
p247,7.5277,10.6994,3,7
p248,7.3575,10.3268,3,7
p249,10.1635,9.1239,3,7
p250,9.4344,12.3485,3,-1
p251,8.8249,9.9335,3,7
p252,7.6979,10.1405,3,7
p253,9.002,11.1433,3,7
p254,7.3253,9.6644,3,7
p255,8.0636,11.1088,3,7
p256,6.8768,10.4303,3,7
p257,7.737,10.3613,3,7
p258,7.0953,11.1433,3,7
p259,9.6023,9.0526,3,7
p260,6.0695,9.669,3,8
p261,7.0815,10.4993,3,7
p262,8.2729,11.1157,3,7
p263,7.5461,10.7178,3,7
p264,9.1837,9.8484,3,7
p265,8.1694,10.7868,3,7
p266,8.9951,9.5678,3,7
p267,7.7324,9.5954,3,7
p268,7.8359,9.4965,3,7
p269,7.9095,9.0066,3,7
p270,7.9969,10.7063,3,7
p271,8.9905,10.8006,3,7
p272,10.4004,9.9749,3,7
p273,8.9215,10.0577,3,7
p274,8.4914,10.2233,3,7
p275,9.5678,10.5683,3,7
p276,8.9491,9.7863,3,7
p277,9.2527,10.8558,3,7
p278,7.7577,9.9749,3,7
p279,9.3102,11.6539,3,7
p280,8.9836,9.7104,3,7
p281,8.6892,9.7219,3,7
p282,7.2816,10.2831,3,7
p283,9.2435,10.6212,3,7
p284,10.1681,9.0802,3,7
p285,8.0314,9.5678,3,7
p286,9.071,10.2187,3,7
p287,8.3557,10.152,3,7
p288,7.8175,8.6938,3,7
p289,9.0089,10.3958,3,7
p290,8.0774,10.6695,3,7
p291,7.3138,11.6608,3,7
p292,8.7927,10.0876,3,7
p293,8.4592,10.3337,3,7
p294,8.6823,9.0986,3,7
p295,9.1722,10.5729,3,7
p296,7.4564,11.325,3,7
p297,8.8019,11.3342,3,7
p298,8.2913,9.4229,3,7
p299,7.7508,10.9478,3,7
p300,7.7945,10.8995,3,7
p301,24.0394,24.6765,4,9
p302,24.6972,24.4442,4,9
p303,23.8945,24.9916,4,9
p304,23.837,24.8536,4,9
p305,26.4199,24.7225,4,9
p306,26.1853,23.7795,4,9
p307,24.9111,24.8168,4,9
p308,23.7197,23.4483,4,9
p309,23.3218,22.9584,4,10
p310,26.4015,24.6006,4,9
p311,25.4332,25.4953,4,9
p312,25.953,26.1692,4,11
p313,24.0486,25.4286,4,9
p314,23.8692,23.8531,4,9
p315,24.3499,25.1388,4,9
p316,24.1498,24.6788,4,9
p317,24.596,24.458,4,9
p318,24.6075,24.6029,4,9
p319,24.9134,24.6052,4,9
p320,24.8513,24.4856,4,9
p321,24.6535,23.0642,4,9
p322,24.0555,24.3729,4,9
p323,23.4437,24.0555,4,9
p324,25.102,25.3205,4,9
p325,24.8536,24.9525,4,9
p326,23.7266,26.1094,4,12
p327,24.8513,23.4322,4,9
p328,25.2009,24.711,4,9
p329,24.1222,24.6926,4,9
p330,24.6903,24.0325,4,9
p331,23.9842,23.3839,4,9
p332,25.5827,23.7864,4,9
p333,24.6397,24.251,4,9
p334,23.8393,24.3154,4,9
p335,25.6678,23.6599,4,9
p336,24.9433,24.0003,4,9
p337,24.7064,24.3476,4,9
p338,24.2441,23.6231,4,9
p339,24.6282,23.423,4,9
p340,23.3218,24.8766,4,9
p341,24.6972,24.5523,4,9
p342,26.0036,25.7782,4,11
p343,26.0404,23.8761,4,9
p344,25.9415,23.883,4,9
p345,23.9359,23.8347,4,9
p346,25.8058,24.6328,4,9
p347,24.9318,23.8623,4,9
p348,25.3021,24.5201,4,9
p349,24.5891,24.297,4,9
p350,23.2873,23.1148,4,10
p351,24.0049,23.9129,4,9
p352,24.9088,24.9295,4,9
p353,24.1475,26.689,4,12
p354,26.4843,23.7105,4,9
p355,25.4447,24.0049,4,9
p356,24.8007,24.5017,4,9
p357,25.9668,25.079,4,9
p358,24.3407,23.5886,4,9
p359,24.3154,24.2188,4,9
p360,25.9944,23.9796,4,9
p361,24.435,24.297,4,9
p362,24.6512,24.9433,4,9
p363,24.4856,23.6553,4,9
p364,25.2308,25.3205,4,9
p365,25.7184,23.9359,4,9
p366,24.5316,23.8071,4,9
p367,24.8996,24.5868,4,9
p368,25.4792,24.1912,4,9
p369,24.665,23.239,4,9
p370,26.1508,24.5753,4,9
p371,25.1135,22.2385,4,9
p372,24.6098,24.7087,4,9
p373,24.3752,24.4787,4,9
p374,26.0772,24.9088,4,9
p375,24.0946,24.4672,4,9
p376,23.4299,25.0652,4,9
p377,24.6581,25.861,4,13
p378,26.712,24.5224,4,9
p379,25.6517,23.9451,4,9
p380,24.8191,24.9778,4,9
p381,24.2855,24.2694,4,9
p382,25.5045,24.5247,4,9
p383,24.8605,23.4437,4,9
p384,25.4401,24.4189,4,9
p385,25.2722,24.7708,4,9
p386,24.7248,24.1107,4,9
p387,24.5914,25.5781,4,13
p388,25.1434,23.7036,4,9
p389,25.0675,24.4925,4,9
p390,24.297,23.975,4,9
p391,23.262,24.7524,4,9
p392,25.6862,23.1999,4,9
p393,25.4953,24.9893,4,9
p394,24.7593,24.366,4,9
p395,24.9709,23.9796,4,9
p396,24.4925,23.7795,4,9
p397,24.3545,24.4028,4,9
p398,24.665,23.6208,4,9
p399,24.7984,24.4787,4,9
p400,25.6632,23.9773,4,9
p401,4.057,21.4519,5,14
p402,5.7912,19.7499,5,14
p403,3.9719,19.8787,5,14
p404,5.3174,18.8092,5,14
p405,5.7406,22.066,5,-1
p406,4.9172,20.7688,5,14
p407,4.3951,20.1363,5,14
p408,6.1868,19.2324,5,14
p409,4.8045,21.1989,5,14
p410,6.173,19.3359,5,14
p411,6.7848,21.0448,5,14
p412,4.9218,20.019,5,14
p413,6.0672,19.8695,5,14
p414,6.3248,19.9684,5,14
p415,4.7424,20.41,5,14
p416,4.6665,20.4514,5,14
p417,4.3491,20.2697,5,14
p418,5.0897,19.8902,5,14
p419,5.7498,20.6883,5,14
p420,6.0304,20.1501,5,14
p421,4.2962,20.9275,5,14
p422,4.1973,20.4997,5,14
p423,4.3192,20.1708,5,14
p424,6.1661,21.6704,5,14
p425,5.115,19.7499,5,14
p426,5.0069,20.8263,5,14
p427,5.0621,20.1478,5,14
p428,4.7286,19.2761,5,14
p429,5.3013,19.4233,5,14
p430,5.5704,19.4716,5,14
p431,5.7337,20.502,5,14
p432,7.1321,19.7384,5,14
p433,5.5244,20.4353,5,14
p434,5.3473,20.3893,5,14
p435,5.3588,19.7062,5,14
p436,5.7061,19.214,5,14
p437,6.1638,19.766,5,14
p438,4.931,20.0305,5,14
p439,5.184,20.5963,5,14
p440,5.6256,21.2702,5,14
p441,5.9775,21.4726,5,14
p442,5.4393,19.6602,5,14
p443,6.2673,18.7494,5,14
p444,4.9839,19.5705,5,14
p445,4.7723,19.8373,5,14
p446,5.1334,20.7734,5,14
p447,4.2594,21.0816,5,14
p448,6.012,19.7706,5,14
p449,4.5676,19.9776,5,14
p450,4.2042,20.9942,5,14
p451,5.9016,20.1225,5,14
p452,6.1592,21.0908,5,14
p453,5.4117,19.3405,5,14
p454,4.9724,20.0167,5,14
p455,4.5906,19.3014,5,14
p456,5.4531,20.7067,5,14
p457,7.0355,19.6073,5,14
p458,6.5134,21.4151,5,14
p459,5.3864,20.8355,5,14
p460,4.4756,20.2766,5,14
p461,4.9632,20.1248,5,14
p462,5.2898,19.7545,5,14
p463,3.9604,21.5669,5,14
p464,3.9627,20.8884,5,14
p465,6.1523,18.9058,5,14
p466,5.3105,18.5033,5,14
p467,3.8293,20.8424,5,14
p468,7.2701,20.0558,5,14
p469,3.896,20.065,5,14
p470,4.3376,19.7821,5,14
p471,5.69,18.3952,5,14
p472,5.4623,19.306,5,14
p473,7.231,19.8856,5,14
p474,4.6987,19.5751,5,14
p475,6.6974,20.0121,5,14
p476,6.1247,20.088,5,14
p477,6.4214,20.571,5,14
p478,5.322,19.5705,5,14
p479,4.8758,20.4468,5,14
p480,5.8694,20.3709,5,14
p481,5.7406,21.3898,5,14
p482,6.1753,20.4284,5,14
p483,3.6499,20.364,5,14
p484,5.6233,19.8304,5,14
p485,5.3013,20.2444,5,14
p486,6.2006,20.1892,5,14
p487,5.6463,18.9334,5,14
p488,5.5359,20.801,5,14
p489,5.4209,21.2518,5,14
p490,6.9987,21.7693,5,-1
p491,6.3455,20.0834,5,14
p492,4.1904,21.2265,5,14
p493,5.5681,21.0333,5,14
p494,4.793,20.364,5,14
p495,5.5566,20.3778,5,14
p496,5.0552,18.2365,5,14
p497,4.7677,20.5503,5,14
p498,5.7613,19.5889,5,14
p499,2.907,20.5641,5,-1
p500,6.5709,20.4031,5,14
p501,28.0805,10.5315,6,15
p502,27.3445,11.2123,6,15
p503,26.8661,10.6672,6,15
p504,26.6476,9.2412,6,15
p505,25.7115,10.0508,6,15
p506,26.367,10.3268,6,15
p507,28.2346,10.4165,6,15
p508,26.6361,9.784,6,15
p509,27.3077,9.2964,6,15
p510,26.7143,9.4712,6,15
p511,25.953,8.2131,6,-1
p512,27.3445,9.3769,6,15
p513,26.8615,10.3245,6,15
p514,27.7148,11.1755,6,15
p515,26.4291,10.3912,6,15
p516,25.7598,9.3907,6,15
p517,27.2479,10.1842,6,15
p518,26.9857,10.5453,6,15
p519,26.6338,10.1612,6,15
p520,26.8753,11.2882,6,15
p521,26.6223,10.2762,6,15
p522,26.482,9.6644,6,15
p523,29.5939,9.738,6,-1
p524,26.2543,10.3314,6,15
p525,25.2377,9.7081,6,-1
p526,26.0312,10.06,6,15
p527,27.9471,11.1686,6,15
p528,26.6154,11.6355,6,15
p529,26.6936,8.9675,6,15
p530,25.8081,9.4574,6,15
p531,27.3169,9.117,6,15
p532,25.5321,10.566,6,15
p533,27.2916,11.9713,6,15
p534,26.7051,11.9782,6,15
p535,26.7626,9.6253,6,15
p536,27.9264,10.7109,6,15
p537,27.0386,10.037,6,15
p538,27.4986,10.4234,6,15
p539,26.1577,9.5632,6,15
p540,26.9213,11.9966,6,15
p541,27.2433,9.1561,6,15
p542,26.6959,10.2394,6,15
p543,27.0708,10.8144,6,15
p544,26.0197,10.9317,6,15
p545,27.2663,11.4952,6,15
p546,27.6136,9.7426,6,15
p547,27.0478,10.2854,6,15
p548,26.873,10.3613,6,15
p549,26.9282,11.3917,6,15
p550,27.6297,10.0209,6,15
p551,27.0869,9.3033,6,15
p552,25.746,11.4331,6,-1
p553,25.7598,10.5614,6,15
p554,27.7447,10.9708,6,15
p555,26.988,9.991,6,15
p556,26.7189,10.2624,6,15
p557,26.7718,10.267,6,15
p558,27.402,10.9087,6,15
p559,26.1485,10.6166,6,15
p560,26.9811,10.2969,6,15
p561,26.5694,9.2274,6,15
p562,27.6757,9.5816,6,15
p563,28.1817,10.8673,6,15
p564,26.0726,10.911,6,15
p565,26.5855,10.1451,6,15
p566,27.1375,10.9432,6,15
p567,27.31,9.3401,6,15
p568,27.3123,10.2532,6,15
p569,26.9098,8.2798,6,-1
p570,27.0179,9.6023,6,15
p571,28.1518,10.5453,6,15
p572,27.0179,10.6166,6,15
p573,27.8942,10.4786,6,15
p574,27.563,10.2739,6,15
p575,27.0432,9.6,6,15
p576,26.9443,10.865,6,15
p577,26.321,10.5407,6,15
p578,26.4084,12.6866,6,-1
p579,27.9287,10.9938,6,15
p580,25.6701,10.9225,6,15
p581,26.7051,10.3406,6,15
p582,27.4296,9.7426,6,15
p583,28.0,10.8903,6,15
p584,27.3698,10.2279,6,15
p585,26.9052,9.0319,6,15
p586,27.2433,12.5624,6,-1
p587,26.1577,10.5292,6,15
p588,27.0823,10.0876,6,15
p589,26.8707,10.3475,6,15
p590,26.3877,9.6989,6,15
p591,26.3831,10.3038,6,15
p592,27.0478,10.4809,6,15
p593,26.7741,8.8272,6,15
p594,26.6131,11.5734,6,15
p595,26.7557,8.8387,6,15
p596,25.7368,9.7403,6,15
p597,26.0956,10.3751,6,15
p598,25.8058,10.635,6,15
p599,26.4245,10.2923,6,15
p600,25.8357,10.451,6,15
p601,19.9339,27.9149,7,16
p602,21.1115,27.2065,7,16
p603,21.3047,25.7023,7,-1
p604,20.4514,27.2134,7,16
p605,21.6175,27.3767,7,16
p606,23.2206,26.8247,7,-1
p607,21.0655,27.7194,7,16
p608,21.4841,28.1242,7,16
p609,21.5117,27.9517,7,16
p610,23.0182,27.5423,7,17
p611,21.5922,26.873,7,16
p612,22.802,27.3836,7,17
p613,20.847,28.2852,7,16
p614,20.2053,27.6596,7,16
p615,19.6993,27.8827,7,16
p616,22.1603,28.483,7,-1
p617,21.7325,27.8804,7,16
p618,22.6525,28.1564,7,17
p619,21.0908,26.436,7,16
p620,20.2076,28.023,7,16
p621,20.686,27.7884,7,16
p622,21.7808,27.8735,7,16
p623,21.6037,28.2461,7,16
p624,21.5485,26.9213,7,16
p625,21.7831,26.7511,7,16
p626,21.7003,27.2571,7,16
p627,22.273,27.7723,7,16
p628,22.5835,26.4222,7,18
p629,21.7785,26.712,7,16
p630,20.0788,26.6177,7,16
p631,22.4202,29.104,7,19
p632,20.5687,27.4618,7,16
p633,20.5273,28.253,7,16
p634,20.8838,27.448,7,16
p635,20.9275,26.0404,7,16
p636,20.7849,26.459,7,16
p637,19.9017,26.2589,7,16
p638,21.7325,26.5901,7,16
p639,20.8999,27.8873,7,16
p640,21.0195,26.505,7,16
p641,21.5485,27.747,7,16
p642,22.1672,26.9926,7,16
p643,21.8268,26.7649,7,16
p644,23.0573,28.5336,7,20
p645,20.6607,26.7902,7,16
p646,21.2794,27.6389,7,16
p647,21.1805,26.8638,7,16
p648,20.7987,27.1421,7,16
p649,21.7624,26.5832,7,16
p650,20.962,27.2042,7,16
p651,21.2909,27.8873,7,16
p652,21.7302,26.0588,7,-1
p653,21.6175,27.5538,7,16
p654,20.3617,27.8666,7,16
p655,21.9717,27.4342,7,16
p656,20.7734,29.3754,7,21
p657,20.6791,26.9512,7,16
p658,21.6405,28.5359,7,16
p659,20.732,26.7557,7,16
p660,22.6019,29.4513,7,19
p661,22.3075,26.2497,7,18
p662,20.6354,29.7871,7,21
p663,20.502,27.0478,7,16
p664,20.4077,27.678,7,16
p665,21.2081,27.0915,7,16
p666,21.8636,27.7746,7,16
p667,21.1368,28.2576,7,16
p668,21.8774,27.241,7,16
p669,21.5301,27.517,7,16
p670,19.5222,27.5147,7,16
p671,20.6814,26.8477,7,16
p672,20.3364,27.0018,7,16
p673,20.824,27.954,7,16
p674,20.8723,28.3082,7,16
p675,21.1506,28.1633,7,16
p676,21.468,27.3652,7,16
p677,21.2311,27.0984,7,16
p678,20.9988,27.1329,7,16
p679,22.3029,27.54,7,16
p680,23.1056,27.724,7,17
p681,21.054,28.5819,7,16
p682,21.0241,27.0294,7,16
p683,21.974,27.2042,7,16
p684,21.215,27.241,7,16
p685,22.1189,27.4618,7,16
p686,21.4588,27.4227,7,16
p687,22.0637,27.8965,7,16
p688,21.8222,27.1835,7,16
p689,21.215,27.4181,7,16
p690,21.1667,26.5165,7,16
p691,21.1575,26.7005,7,16
p692,21.4772,27.4848,7,16
p693,21.8107,27.333,7,16
p694,20.7044,27.4411,7,16
p695,21.1506,27.5722,7,16
p696,20.2007,27.0363,7,16
p697,22.8066,27.8321,7,17
p698,20.7849,27.5446,7,16
p699,21.4519,26.85,7,16
p700,20.5296,27.6228,7,16
p701,13.5238,18.1077,8,22
p702,13.7262,18.3699,8,22
p703,13.9792,18.8575,8,22
p704,13.5468,18.8805,8,22
p705,14.016,18.8667,8,22
p706,14.1379,18.9909,8,22
p707,13.8596,18.0525,8,22
p708,12.6291,20.134,8,22
p709,13.8596,18.2733,8,22
p710,14.2391,19.5521,8,22
p711,15.6007,18.9518,8,22
p712,14.0482,17.926,8,22
p713,13.05,18.2342,8,22
p714,13.1995,16.9186,8,22
p715,13.717,18.7103,8,22
p716,14.7221,19.1864,8,22
p717,14.9153,18.1008,8,22
p718,12.9948,20.7136,8,22
p719,13.027,18.3561,8,22
p720,13.9447,17.88,8,22
p721,13.3628,19.2853,8,22
p722,14.4622,19.5912,8,22
p723,15.051,19.007,8,22
p724,14.9521,20.41,8,22
p725,13.3375,19.4164,8,22
p726,13.8849,18.8621,8,22
p727,13.9562,19.5935,8,22
p728,12.9925,20.2927,8,22
p729,15.1637,19.3704,8,22
p730,14.7842,18.2319,8,22
p731,14.3587,18.225,8,22
p732,14.3426,19.7062,8,22
p733,13.349,18.2342,8,22
p734,14.0781,17.9214,8,22
p735,14.1632,18.7816,8,22
p736,15.603,16.9301,8,23
p737,14.3081,17.9881,8,22
p738,13.1052,19.4624,8,22
p739,15.0648,18.6689,8,22
p740,12.8499,19.0645,8,22
p741,14.0344,19.0507,8,22
p742,16.0745,18.1054,8,24
p743,13.7262,19.8465,8,22
p744,12.6498,18.5792,8,22
p745,13.4686,18.892,8,22
p746,14.4484,17.7811,8,22
p747,12.4152,19.2209,8,22
p748,14.2713,18.0893,8,22
p749,13.786,18.5217,8,22
p750,12.6268,19.7108,8,22
p751,14.062,18.7701,8,22
p752,13.2386,19.5958,8,22
p753,13.464,19.3543,8,22
p754,14.1425,19.4003,8,22
p755,14.0689,19.4233,8,22
p756,12.3209,18.0111,8,25
p757,12.8338,18.2204,8,22
p758,14.8716,17.9076,8,22
p759,14.1448,17.9214,8,22
p760,15.5179,18.5286,8,22
p761,15.8629,18.0272,8,24
p762,13.0454,19.0346,8,22
p763,14.5887,17.9467,8,22
p764,14.223,18.0019,8,22
p765,15.3546,19.1772,8,22
p766,14.6002,18.57,8,22
p767,14.637,19.6464,8,22
p768,12.8384,18.984,8,22
p769,13.901,18.1997,8,22
p770,15.2212,19.0461,8,22
p771,13.9792,17.4729,8,22
p772,15.3408,19.3888,8,22
p773,13.3513,18.5585,8,22
p774,12.9097,19.2071,8,22
p775,13.1972,19.4509,8,22
p776,13.3927,17.2521,8,22
p777,12.6245,19.3405,8,22
p778,13.8297,18.9058,8,22
p779,13.4272,17.9743,8,22
p780,13.7515,19.0875,8,22
p781,13.9378,18.6275,8,22
p782,12.5164,17.8248,8,25
p783,12.8545,19.1473,8,22
p784,13.924,19.3888,8,22
p785,14.6485,18.7724,8,22
p786,13.464,18.4964,8,22
p787,13.5192,17.5327,8,22
p788,13.1466,19.1312,8,22
p789,13.3398,19.4417,8,22
p790,13.6963,18.7977,8,22
p791,15.373,19.4371,8,22
p792,14.5105,16.8519,8,26
p793,13.8895,20.4261,8,27
p794,15.2695,18.8069,8,22
p795,13.6273,18.4987,8,22
p796,13.8458,19.3543,8,22
p797,13.188,18.6183,8,22
p798,13.4939,18.3193,8,22
p799,12.8729,18.7103,8,22
p800,14.2897,16.8427,8,26
p801,18.2158,26.4751,9,28
p802,17.9191,25.4401,9,28
p803,19.0139,26.4222,9,28
p804,17.627,26.6982,9,28
p805,18.3354,26.1554,9,28
p806,17.9076,24.964,9,28
p807,17.4798,26.3969,9,28
p808,17.7305,25.3803,9,28
p809,18.7793,25.0997,9,28
p810,18.0479,26.1669,9,28
p811,17.6546,25.6287,9,28
p812,18.0939,26.0542,9,28
p813,19.0277,25.9691,9,28
p814,16.0193,25.7368,9,28
p815,16.6817,26.1117,9,28
p816,18.1169,24.5063,9,28
p817,20.2007,25.7138,9,-1
p818,17.6868,25.5206,9,28
p819,16.2171,25.4562,9,28
p820,18.0709,24.9502,9,28
p821,18.5332,27.0064,9,28
p822,18.1123,26.5257,9,28
p823,18.2273,26.4452,9,28
p824,18.8759,25.3987,9,28
p825,18.5654,25.6862,9,28
p826,17.5948,27.4825,9,-1
p827,18.0387,25.5459,9,28
p828,17.3694,25.1043,9,28
p829,18.1054,25.9783,9,28
p830,18.0732,25.447,9,28
p831,17.9697,26.8017,9,28
p832,17.0773,26.3302,9,28
p833,16.4287,25.2883,9,28
