java A1_G6_t1 ./database/groceries.csv 0.15
[soda] 0.17437722419928825
[3, 52] 0.0101
[6, 54] 0.0101
[56, 5] 0.0101
[66, 1] 0.0101
[7, 61] 0.0101
[7, 64] 0.0101
[7, 81] 0.0101
[88, 4] 0.0101
[89, 4] 0.0101
[6, 96] 0.0101
[99, 5] 0.0101
[9, 97] 0.0101
[15, 18] 0.0101
[27, 17] 0.0101
[18, 29] 0.0101
[14, 36] 0.0101
[13, 38] 0.0101
[24, 28] 0.0101
[26, 28] 0.0101
[22, 32] 0.0101
[25, 31] 0.0101
[22, 36] 0.0101
[37, 21] 0.0101
[28, 30] 0.0101
[33, 27] 0.0101
[34, 27] 0.0101
[35, 27] 0.0101
[12, 52] 0.0101
[38, 30] 0.0101
[28, 41] 0.0101
[49, 20] 0.0101
[17, 53] 0.0101
[33, 38] 0.0101
[58, 15] 0.0101
[56, 19] 0.0101
[45, 32] 0.0101
[22, 57] 0.0101
[36, 48] 0.0101
[26, 59] 0.0101
[59, 27] 0.0101
[40, 43] 0.0101
[33, 51] 0.0101
[22, 63] 0.0101
[24, 62] 0.0101
[37, 50] 0.0101
[35, 53] 0.0101
[34, 56] 0.0101
[55, 35] 0.0101
[29, 63] 0.0101
[19, 73] 0.0101
[35, 58] 0.0101
[57, 37] 0.0101
[68, 29] 0.0101
[50, 40] 0.0101
[73, 20] 0.0101
[44, 50] 0.0101
[34, 60] 0.0101
[64, 32] 0.0101
[47, 50] 0.0101
[36, 62] 0.0101
[13, 86] 0.0101
[67, 32] 0.0101
[66, 36] 0.0101
[34, 68] 0.0101
[28, 74] 0.0101
[47, 58] 0.0101
[85, 20] 0.0101
[20, 87] 0.0101
[37, 70] 0.0101
[27, 82] 0.0101
[45, 65] 0.0101
[11, 99] 0.0101
[79, 31] 0.0101
[66, 47] 0.0101
[89, 25] 0.0101
[99, 17] 0.0101
[60, 53] 0.0101
[44, 71] 0.0101
[41, 74] 0.0101
[51, 65] 0.0101
[74, 42] 0.0101
[32, 87] 0.0101
[22, 97] 0.0101
[47, 73] 0.0101
[69, 52] 0.0101
[28, 95] 0.0101
[28, 96] 0.0101
[90, 30] 0.0101
[39, 92] 0.0101
[78, 53] 0.0101
[88, 43] 0.0101
[38, 97] 0.0101
[94, 41] 0.0101
[55, 81] 0.0101
[61, 75] 0.0101
[52, 86] 0.0101
[67, 72] 0.0101
[42, 98] 0.0101
[53, 87] 0.0101
[48, 93] 0.0101
[45, 97] 0.0101
[55, 87] 0.0101
[88, 55] 0.0101
[89, 54] 0.0101
[48, 97] 0.0101
[79, 69] 0.0101
[92, 52] 0.0101
[91, 54] 0.0101
[67, 82] 0.0101
[73, 76] 0.0101
[86, 65] 0.0101
[88, 64] 0.0101
[67, 87] 0.0101
[77, 79] 0.0101
[81, 75] 0.0101
[89, 72] 0.0101
[79, 83] 0.0101
[78, 85] 0.0101
[88, 76] 0.0101
[69, 97] 0.0101
[80, 85] 0.0101
[81, 85] 0.0101
[99, 71] 0.0101
[89, 83] 0.0101
[91, 82] 0.0101
[82, 95] 0.0101
[92, 87] 0.0101
[89, 96] 0.0101
[100, 36] 0.0102
[100, 72] 0.0102
[3, 10] 0.0102
[13, 7] 0.0102
[33, 4] 0.0102
[2, 36] 0.0102
[33, 7] 0.0102
[9, 32] 0.0102
[34, 9] 0.0102
[2, 46] 0.0102
[2, 48] 0.0102
[44, 9] 0.0102
[59, 5] 0.0102
[3, 60] 0.0102
[1, 71] 0.0102
[4, 70] 0.0102
[78, 2] 0.0102
[77, 3] 0.0102
[8, 75] 0.0102
[79, 5] 0.0102
[2, 82] 0.0102
[4, 80] 0.0102
[2, 87] 0.0102
[90, 7] 0.0102
[6, 93] 0.0102
[6, 98] 0.0102
[99, 7] 0.0102
[11, 12] 0.0102
[12, 21] 0.0102
[12, 26] 0.0102
[30, 10] 0.0102
[24, 20] 0.0102
[33, 16] 0.0102
[12, 38] 0.0102
[19, 31] 0.0102
[19, 32] 0.0102
[12, 41] 0.0102
[46, 17] 0.0102
[46, 18] 0.0102
[15, 51] 0.0102
[46, 20] 0.0102
[26, 41] 0.0102
[27, 41] 0.0102
[27, 42] 0.0102
[46, 28] 0.0102
[33, 42] 0.0102
[15, 60] 0.0102
[66, 10] 0.0102
[25, 51] 0.0102
[36, 41] 0.0102
[39, 40] 0.0102
[33, 46] 0.0102
[34, 48] 0.0102
[35, 48] 0.0102
[37, 48] 0.0102
[69, 18] 0.0102
[11, 70] 0.0102
[22, 61] 0.0102
[45, 40] 0.0102
[46, 41] 0.0102
[67, 20] 0.0102
[45, 43] 0.0102
[26, 63] 0.0102
[47, 43] 0.0102
[33, 57] 0.0102
[77, 16] 0.0102
[77, 17] 0.0102
[35, 59] 0.0102
[67, 28] 0.0102
[60, 30] 0.0102
[12, 81] 0.0102
[23, 71] 0.0102
[11, 84] 0.0102
[15, 81] 0.0102
[44, 52] 0.0102
[28, 70] 0.0102
[16, 83] 0.0102
[48, 52] 0.0102
[44, 57] 0.0102
[29, 73] 0.0102
[56, 49] 0.0102
[48, 59] 0.0102
[90, 10] 0.0102
[33, 70] 0.0102
[23, 80] 0.0102
[72, 32] 0.0102
[15, 90] 0.0102
[15, 92] 0.0102
[34, 73] 0.0102
[48, 61] 0.0102
[38, 71] 0.0102
[28, 81] 0.0102
[11, 98] 0.0102
[13, 97] 0.0102
[56, 54] 0.0102
[69, 42] 0.0102
[48, 63] 0.0102
[58, 54] 0.0102
[19, 97] 0.0102
[29, 87] 0.0102
[80, 30] 0.0102
[80, 31] 0.0102
[44, 70] 0.0102
[71, 43] 0.0102
[83, 32] 0.0102
[36, 81] 0.0102
[23, 95] 0.0102
[57, 63] 0.0102
[28, 93] 0.0102
[46, 75] 0.0102
[49, 72] 0.0102
[37, 85] 0.0102
[66, 59] 0.0102
[99, 29] 0.0102
[70, 50] 0.0102
[81, 41] 0.0102
[51, 73] 0.0102
[72, 52] 0.0102
[44, 81] 0.0102
[61, 65] 0.0102
[46, 81] 0.0102
[63, 65] 0.0102
[36, 92] 0.0102
[59, 71] 0.0102
[37, 93] 0.0102
[78, 52] 0.0102
[69, 62] 0.0102
[68, 65] 0.0102
[66, 69] 0.0102
[39, 96] 0.0102
[37, 98] 0.0102
[93, 40] 0.0102
[50, 86] 0.0102
[63, 74] 0.0102
[51, 86] 0.0102
[57, 81] 0.0102
[68, 71] 0.0102
[99, 41] 0.0102
[89, 52] 0.0102
[77, 65] 0.0102
[66, 79] 0.0102
[99, 49] 0.0102
[82, 61] 0.0102
[61, 83] 0.0102
[83, 63] 0.0102
[82, 64] 0.0102
[78, 70] 0.0102
[77, 73] 0.0102
[55, 95] 0.0102
[77, 74] 0.0102
[89, 65] 0.0102
[99, 57] 0.0102
[88, 69] 0.0102
[80, 73] 0.0102
[92, 65] 0.0102
[62, 96] 0.0102
[78, 80] 0.0102
[66, 94] 0.0102
[96, 65] 0.0102
[90, 71] 0.0102
[92, 72] 0.0102
[81, 83] 0.0102
[70, 97] 0.0102
[99, 70] 0.0102
[84, 85] 0.0102
[73, 98] 0.0102
[99, 79] 0.0102
[80, 92] 0.0102
[89, 92] 0.0102
[92, 93] 0.0102
[94, 95] 0.0102
[100, 2] 0.0102
[5, 9] 0.0103
[100, 74] 0.0103
[100, 98] 0.0103
[99, 100] 0.0103
[2, 16] 0.0103
[15, 4] 0.0103
[13, 8] 0.0103
[4, 19] 0.0103
[2, 28] 0.0103
[34, 2] 0.0103
[35, 5] 0.0103
[35, 6] 0.0103
[37, 8] 0.0103
[8, 42] 0.0103
[48, 9] 0.0103
[7, 52] 0.0103
[2, 58] 0.0103
[56, 9] 0.0103
[1, 67] 0.0103
[6, 62] 0.0103
[9, 61] 0.0103
[3, 75] 0.0103
[5, 80] 0.0103
[9, 85] 0.0103
[6, 91] 0.0103
[12, 10] 0.0103
[13, 20] 0.0103
[22, 14] 0.0103
[11, 28] 0.0103
[23, 25] 0.0103
[23, 29] 0.0103
[11, 40] 0.0103
[12, 40] 0.0103
[44, 13] 0.0103
[23, 34] 0.0103
[29, 30] 0.0103
[28, 32] 0.0103
[50, 10] 0.0103
[40, 21] 0.0103
[55, 12] 0.0103
[55, 16] 0.0103
[35, 39] 0.0103
[36, 38] 0.0103
[12, 60] 0.0103
[12, 63] 0.0103
[27, 52] 0.0103
[55, 24] 0.0103
[17, 63] 0.0103
[39, 41] 0.0103
[68, 14] 0.0103
[67, 15] 0.0103
[55, 27] 0.0103
[67, 17] 0.0103
[12, 70] 0.0103
[11, 72] 0.0103
[23, 61] 0.0103
[12, 72] 0.0103
[23, 64] 0.0103
[22, 65] 0.0103
[47, 42] 0.0103
[69, 21] 0.0103
[36, 58] 0.0103
[58, 38] 0.0103
[59, 38] 0.0103
[72, 20] 0.0103
[20, 76] 0.0103
[42, 54] 0.0103
[11, 87] 0.0103
[88, 14] 0.0103
[56, 46] 0.0103
[17, 86] 0.0103
[69, 37] 0.0103
[33, 74] 0.0103
[16, 93] 0.0103
[49, 61] 0.0103
[29, 82] 0.0103
[89, 23] 0.0103
[16, 97] 0.0103
[19, 95] 0.0103
[55, 59] 0.0103
[39, 76] 0.0103
[77, 38] 0.0103
[68, 47] 0.0103
[57, 59] 0.0103
[94, 21] 0.0103
[73, 42] 0.0103
[50, 65] 0.0103
[37, 81] 0.0103
[77, 41] 0.0103
[56, 62] 0.0103
[89, 30] 0.0103
[25, 94] 0.0103
[26, 93] 0.0103
[48, 71] 0.0103
[55, 64] 0.0103
[36, 86] 0.0103
[89, 34] 0.0103
[99, 26] 0.0103
[67, 58] 0.0103
[67, 59] 0.0103
[29, 97] 0.0103
[81, 40] 0.0103
[30, 97] 0.0103
[96, 31] 0.0103
[35, 92] 0.0103
[48, 80] 0.0103
[58, 71] 0.0103
[38, 93] 0.0103
[78, 54] 0.0103
[59, 74] 0.0103
[37, 96] 0.0103
[46, 91] 0.0103
[55, 83] 0.0103
[44, 95] 0.0103
[64, 76] 0.0103
[93, 51] 0.0103
[93, 52] 0.0103
[56, 91] 0.0103
[73, 75] 0.0103
[67, 84] 0.0103
[59, 92] 0.0103
[78, 74] 0.0103
[56, 98] 0.0103
[99, 56] 0.0103
[70, 83] 0.0103
[91, 65] 0.0103
[94, 63] 0.0103
[99, 78] 0.0103
[93, 83] 0.0103
[99, 97] 0.0103
[3, 9] 0.0104
[4, 8] 0.0104
[6, 8] 0.0104
[100, 39] 0.0104
[100, 48] 0.0104
[100, 71] 0.0104
[100, 75] 0.0104
[100, 94] 0.0104
[13, 2] 0.0104
[1, 17] 0.0104
[11, 8] 0.0104
[12, 8] 0.0104
[3, 18] 0.0104
[2, 20] 0.0104
[5, 28] 0.0104
[39, 8] 0.0104
[9, 42] 0.0104
[46, 9] 0.0104
[9, 51] 0.0104
[5, 60] 0.0104
[5, 63] 0.0104
[8, 60] 0.0104
[2, 70] 0.0104
[7, 70] 0.0104
[6, 72] 0.0104
[2, 85] 0.0104
[1, 87] 0.0104
[7, 83] 0.0104
[7, 86] 0.0104
[3, 90] 0.0104
[4, 98] 0.0104
[9, 98] 0.0104
[99, 9] 0.0104
[17, 10] 0.0104
[16, 19] 0.0104
[17, 18] 0.0104
[25, 10] 0.0104
[11, 25] 0.0104
[11, 29] 0.0104
[15, 26] 0.0104
[16, 31] 0.0104
[39, 10] 0.0104
[17, 32] 0.0104
[25, 29] 0.0104
[17, 39] 0.0104
[30, 21] 0.0104
[34, 20] 0.0104
[22, 33] 0.0104
[46, 10] 0.0104
[22, 39] 0.0104
[29, 32] 0.0104
[34, 28] 0.0104
[38, 28] 0.0104
[52, 10] 0.0104
[42, 21] 0.0104
[45, 20] 0.0104
[23, 43] 0.0104
[17, 50] 0.0104
[29, 40] 0.0104
[44, 26] 0.0104
[39, 32] 0.0104
[33, 39] 0.0104
[26, 48] 0.0104
[48, 28] 0.0104
[22, 54] 0.0104
[45, 31] 0.0104
[17, 60] 0.0104
[26, 51] 0.0104
[33, 44] 0.0104
[18, 60] 0.0104
[18, 61] 0.0104
[66, 13] 0.0104
[17, 65] 0.0104
[57, 26] 0.0104
[66, 18] 0.0104
[13, 70] 0.0104
[56, 30] 0.0104
[66, 20] 0.0104
[13, 74] 0.0104
[24, 64] 0.0104
[19, 70] 0.0104
[17, 74] 0.0104
[78, 14] 0.0104
[62, 32] 0.0104
[16, 80] 0.0104
[34, 63] 0.0104
[58, 40] 0.0104
[49, 50] 0.0104
[33, 67] 0.0104
[46, 54] 0.0104
[15, 86] 0.0104
[56, 47] 0.0104
[77, 27] 0.0104
[57, 48] 0.0104
[79, 28] 0.0104
[60, 40] 0.0104
[11, 90] 0.0104
[73, 32] 0.0104
[14, 92] 0.0104
[56, 50] 0.0104
[42, 64] 0.0104
[25, 81] 0.0104
[66, 40] 0.0104
[45, 62] 0.0104
[86, 21] 0.0104
[97, 10] 0.0104
[44, 63] 0.0104
[13, 96] 0.0104
[14, 95] 0.0104
[59, 51] 0.0104
[89, 21] 0.0104
[27, 83] 0.0104
[36, 75] 0.0104
[89, 24] 0.0104
[89, 28] 0.0104
[60, 52] 0.0104
[23, 91] 0.0104
[25, 92] 0.0104
[23, 94] 0.0104
[66, 51] 0.0104
[75, 43] 0.0104
[56, 63] 0.0104
[57, 62] 0.0104
[37, 82] 0.0104
[46, 74] 0.0104
[47, 74] 0.0104
[58, 65] 0.0104
[80, 42] 0.0104
[94, 30] 0.0104
[35, 90] 0.0104
[38, 90] 0.0104
[96, 32] 0.0104
[38, 91] 0.0104
[69, 61] 0.0104
[44, 89] 0.0104
[55, 78] 0.0104
[91, 40] 0.0104
[92, 41] 0.0104
[48, 92] 0.0104
[67, 74] 0.0104
[81, 61] 0.0104
[90, 53] 0.0104
[82, 62] 0.0104
[60, 86] 0.0104
[55, 91] 0.0104
[57, 91] 0.0104
[58, 93] 0.0104
[99, 63] 0.0104
[89, 73] 0.0104
[78, 84] 0.0104
[79, 85] 0.0104
[89, 76] 0.0104
[89, 79] 0.0104
[99, 69] 0.0104
[81, 87] 0.0104
[96, 74] 0.0104
[84, 86] 0.0104
[79, 94] 0.0104
[80, 98] 0.0104
[85, 97] 0.0104
[88, 96] 0.0104
[2, 3] 0.0105
[2, 4] 0.0105
[4, 7] 0.0105
[100, 29] 0.0105
[100, 85] 0.0105
[89, 100] 0.0105
[100, 91] 0.0105
[8, 10] 0.0105
[12, 7] 0.0105
[15, 7] 0.0105
[4, 20] 0.0105
[1, 26] 0.0105
[27, 7] 0.0105
[4, 30] 0.0105
[8, 32] 0.0105
[48, 6] 0.0105
[9, 63] 0.0105
[9, 65] 0.0105
[68, 7] 0.0105
[67, 9] 0.0105
[77, 1] 0.0105
[9, 70] 0.0105
[1, 86] 0.0105
[5, 86] 0.0105
[89, 9] 0.0105
[2, 97] 0.0105
[2, 98] 0.0105
[9, 94] 0.0105
[13, 19] 0.0105
[16, 17] 0.0105
[12, 28] 0.0105
[16, 27] 0.0105
[17, 29] 0.0105
[28, 18] 0.0105
[33, 10] 0.0105
[14, 30] 0.0105
[23, 27] 0.0105
[22, 29] 0.0105
[15, 37] 0.0105
[20, 31] 0.0105
[35, 20] 0.0105
[17, 41] 0.0105
[34, 24] 0.0105
[23, 35] 0.0105
[38, 21] 0.0105
[23, 37] 0.0105
[39, 29] 0.0105
[16, 52] 0.0105
[36, 32] 0.0105
[34, 37] 0.0105
[44, 28] 0.0105
[48, 27] 0.0105
[59, 19] 0.0105
[16, 60] 0.0105
[13, 63] 0.0105
[25, 52] 0.0105
[38, 42] 0.0105
[38, 43] 0.0105
[44, 39] 0.0105
[36, 49] 0.0105
[45, 41] 0.0105
[47, 41] 0.0105
[37, 52] 0.0105
[57, 32] 0.0105
[18, 72] 0.0105
[37, 53] 0.0105
[55, 38] 0.0105
[59, 39] 0.0105
[34, 61] 0.0105
[55, 42] 0.0105
[12, 86] 0.0105
[14, 84] 0.0105
[17, 83] 0.0105
[37, 63] 0.0105
[58, 43] 0.0105
[36, 65] 0.0105
[55, 46] 0.0105
[78, 25] 0.0105
[78, 27] 0.0105
[18, 87] 0.0105
[50, 52] 0.0105
[71, 31] 0.0105
[93, 10] 0.0105
[64, 43] 0.0105
[37, 71] 0.0105
[22, 86] 0.0105
[88, 22] 0.0105
[44, 68] 0.0105
[39, 74] 0.0105
[49, 64] 0.0105
[91, 21] 0.0105
[50, 62] 0.0105
[61, 52] 0.0105
[82, 32] 0.0105
[94, 20] 0.0105
[55, 60] 0.0105
[52, 65] 0.0105
[55, 63] 0.0105
[58, 60] 0.0105
[77, 47] 0.0105
[57, 69] 0.0105
[60, 61] 0.0105
[91, 32] 0.0105
[62, 63] 0.0105
[36, 90] 0.0105
[46, 80] 0.0105
[52, 76] 0.0105
[98, 32] 0.0105
[77, 53] 0.0105
[99, 33] 0.0105
[99, 35] 0.0105
[89, 48] 0.0105
[99, 39] 0.0105
[71, 61] 0.0105
[47, 91] 0.0105
[78, 63] 0.0105
[48, 95] 0.0105
[56, 87] 0.0105
[48, 96] 0.0105
[49, 96] 0.0105
[89, 58] 0.0105
[80, 60] 0.0105
[70, 71] 0.0105
[94, 54] 0.0105
[84, 65] 0.0105
[52, 98] 0.0105
[79, 71] 0.0105
[89, 62] 0.0105
[67, 85] 0.0105
[59, 94] 0.0105
[79, 75] 0.0105
[90, 63] 0.0105
[81, 72] 0.0105
[71, 85] 0.0105
[69, 90] 0.0105
[69, 95] 0.0105
[92, 70] 0.0105
[92, 76] 0.0105
[83, 87] 0.0105
[89, 84] 0.0105
[77, 96] 0.0105
[78, 96] 0.0105
[78, 97] 0.0105
[88, 89] 0.0105
[91, 84] 0.0105
[81, 94] 0.0105
[95, 85] 0.0105
[88, 97] 0.0105
[99, 89] 0.0105
[90, 94] 0.0105
[91, 97] 0.0105
[2, 9] 0.0106
[23, 100] 0.0106
[11, 7] 0.0106
[22, 1] 0.0106
[4, 21] 0.0106
[2, 38] 0.0106
[2, 41] 0.0106
[44, 4] 0.0106
[1, 48] 0.0106
[47, 5] 0.0106
[49, 6] 0.0106
[55, 3] 0.0106
[58, 6] 0.0106
[4, 64] 0.0106
[6, 63] 0.0106
[6, 65] 0.0106
[77, 6] 0.0106
[2, 81] 0.0106
[6, 80] 0.0106
[9, 82] 0.0106
[4, 93] 0.0106
[12, 13] 0.0106
[11, 16] 0.0106
[11, 22] 0.0106
[22, 13] 0.0106
[22, 18] 0.0106
[26, 16] 0.0106
[25, 17] 0.0106
[16, 29] 0.0106
[17, 28] 0.0106
[11, 35] 0.0106
[38, 10] 0.0106
[12, 37] 0.0106
[22, 27] 0.0106
[35, 17] 0.0106
[25, 28] 0.0106
[37, 16] 0.0106
[13, 40] 0.0106
[26, 31] 0.0106
[33, 25] 0.0106
[35, 28] 0.0106
[25, 38] 0.0106
[49, 19] 0.0106
[22, 40] 0.0106
[33, 34] 0.0106
[16, 51] 0.0106
[11, 57] 0.0106
[44, 29] 0.0106
[25, 49] 0.0106
[36, 39] 0.0106
[57, 18] 0.0106
[30, 42] 0.0106
[20, 54] 0.0106
[14, 61] 0.0106
[13, 65] 0.0106
[55, 23] 0.0106
[69, 10] 0.0106
[66, 14] 0.0106
[18, 64] 0.0106
[34, 49] 0.0106
[57, 29] 0.0106
[37, 49] 0.0106
[58, 29] 0.0106
[44, 42] 0.0106
[33, 54] 0.0106
[34, 54] 0.0106
[23, 67] 0.0106
[77, 14] 0.0106
[34, 57] 0.0106
[11, 80] 0.0106
[56, 40] 0.0106
[16, 81] 0.0106
[57, 40] 0.0106
[37, 60] 0.0106
[13, 84] 0.0106
[21, 76] 0.0106
[27, 71] 0.0106
[69, 31] 0.0106
[89, 14] 0.0106
[77, 26] 0.0106
[19, 85] 0.0106
[69, 38] 0.0106
[83, 21] 0.0106
[63, 42] 0.0106
[11, 95] 0.0106
[26, 81] 0.0106
[55, 52] 0.0106
[16, 91] 0.0106
[38, 70] 0.0106
[57, 52] 0.0106
[14, 97] 0.0106
[46, 65] 0.0106
[35, 79] 0.0106
[62, 52] 0.0106
[41, 76] 0.0106
